book,chapter,verse,monad,text,ktv,phtext,phsep
Genesis,4,15,1918,יָּ֨שֶׂם ,,yyˌāśem, 
Genesis,4,15,1920,לְ,,lᵊ,
Genesis,22,9,10446,יָּ֤שֶׂם ,,yyˈāśem, 
Genesis,22,9,10453,לָ,,lā,
Genesis,43,32,24760,יָּשִׂ֥ימוּ ,,yyāśˌîmû, 
Genesis,43,32,24761,לֹ֛ו ,,lˈô, 
Genesis,43,32,24762,לְ,,lᵊ,
Genesis,45,7,25578,שׂ֥וּם ,,śˌûm, 
Genesis,45,7,25579,לָכֶ֛ם ,,lāḵˈem, 
Genesis,45,8,25602,יְשִׂימֵ֨נִֽי ,,yᵊśîmˌēnˈî, 
Genesis,45,8,25603,לְ,,lᵊ,
Genesis,45,8,25605,לְ,,lᵊ,
Genesis,45,8,25608,לְ,,lᵊ,
Genesis,45,8,25610,לְ,,lᵊ,
Genesis,45,9,25631,שָׂמַ֧נִי ,,śāmˈanî, 
Genesis,45,9,25633,לְ,,lᵊ,
Genesis,45,9,25635,לְ,,lᵊ,
Genesis,47,26,27161,יָּ֣שֶׂם ,,yyˈāśem, 
Genesis,47,26,27164,לְ,,lᵊ,
Exodus,2,14,29398,שָֽׂמְךָ֞ ,,śˈāmᵊḵˈā, 
Exodus,2,14,29399,לְ,,lᵊ,
Exodus,4,11,30399,שָׂ֣ם ,,śˈām, 
Exodus,4,11,30401,לָֽ,,lˈā,
Exodus,8,8,32564,שָׂ֥ם ,,śˌām, 
Exodus,8,8,32565,לְ,,lᵊ,
Exodus,14,21,36670,יָּ֥שֶׂם ,,yyˌāśem, 
Exodus,14,21,36674,לֶ,,le,
Exodus,15,25,37284,שָׂ֥ם ,,śˌām, 
Exodus,15,25,37285,לֹ֛ו ,,lˈô, 
Exodus,21,13,40205,שַׂמְתִּ֤י ,,śamtˈî, 
Exodus,21,13,40206,לְךָ֙ ,,lᵊḵˌā, 
Exodus,26,35,43279,שַׂמְתָּ֤ ,,śamtˈā, 
Exodus,26,35,43285,לַ,,la,
Exodus,28,12,43932,שַׂמְתָּ֞ ,,śamtˈā, 
Exodus,28,12,43943,לִ,,li,
Exodus,40,5,51932,שַׂמְתָּ֛ ,,śamtˈā, 
Exodus,40,5,51937,לַ,,la,
Exodus,40,19,52165,יָּ֜שֶׂם ,,yyˈāśem, 
Exodus,40,19,52172,לְ,,lᵊ,
Exodus,40,28,52321,יָּ֛שֶׂם ,,yyˈāśem, 
Exodus,40,28,52326,לַ,,la,
Numeri,6,26,73873,יָשֵׂ֥ם ,,yāśˌēm, 
Numeri,6,26,73874,לְךָ֖ ,,lᵊḵˌā, 
Deuteronomium,10,22,99581,שָֽׂמְךָ֙ ,,śˈāmᵊḵā, 
Deuteronomium,10,22,99588,לָ,,lā,
Deuteronomium,14,1,101483,תָשִׂ֧ימוּ ,,ṯāśˈîmû, 
Deuteronomium,14,1,101487,לָ,,lā,
Deuteronomium,22,14,105514,שָׂ֥ם ,,śˌām, 
Deuteronomium,22,14,105515,לָהּ֙ ,,lˌāh, 
Deuteronomium,32,46,112057,שִׂ֣ימוּ ,,śˈîmû, 
Deuteronomium,32,46,112059,לְ,,lᵊ,
Josua,6,18,115797,שַׂמְתֶּ֞ם ,,śamtˈem, 
Josua,6,18,115801,לְ,,lᵊ,
Josua,7,19,116561,שִֽׂים־,,śˈîm-,
Josua,7,19,116564,לַֽ,,lˈa,
Josua,8,2,116852,שִׂים־,,śîm-,
Josua,8,2,116853,לְךָ֥ ,,lᵊḵˌā, 
Josua,8,12,117091,יָּ֨שֶׂם ,,yyˌāśem, 
Josua,8,12,117102,לָ,,lā,
Josua,24,25,127256,יָּ֥שֶׂם ,,yyˌāśem, 
Josua,24,25,127257,לֹ֛ו ,,lˈô, 
Judices,1,28,128040,יָּ֥שֶׂם ,,yyˌāśem, 
Judices,1,28,128044,לָ,,lā,
Judices,8,33,132832,יָּשִׂ֧ימוּ ,,yyāśˈîmû, 
Judices,8,33,132833,לָהֶ֛ם ,,lāhˈem, 
Judices,8,33,132835,לֵ,,lē,
Judices,9,25,133385,יָּשִׂ֣ימוּ ,,yyāśˈîmû, 
Judices,9,25,133386,לֹו֩ ,,lˌô, 
Judices,11,11,134684,יָּשִׂ֨ימוּ ,,yyāśˌîmû, 
Judices,11,11,134689,לְ,,lᵊ,
Judices,11,11,134692,לְ,,lᵊ,
Judices,18,31,139068,יָּשִׂ֣ימוּ ,,yyāśˈîmû, 
Judices,18,31,139069,לָהֶ֔ם ,,lāhˈem, 
Judices,19,30,139881,שִֽׂימוּ־,,śˈîmû-,
Judices,19,30,139882,לָכֶ֥ם ,,lāḵˌem, 
Samuel_I,2,20,142479,יָשֵׂם֩ ,,yāśˌēm, 
Samuel_I,2,20,142481,לְךָ֥ ,,lᵊḵˌā, 
Samuel_I,8,1,145094,יָּ֧שֶׂם ,,yyˈāśem, 
Samuel_I,8,1,145098,לְ,,lᵊ,
Samuel_I,8,5,145156,שִֽׂימָה־,,śˈîmā-,
Samuel_I,8,5,145157,לָּ֥נוּ ,,llˌānû, 
Samuel_I,8,11,145287,שָׂ֥ם ,,śˌām, 
Samuel_I,8,11,145288,לֹו֙ ,,lˌô, 
Samuel_I,8,12,145301,שׂ֣וּם ,,śˈûm, 
Samuel_I,8,12,145302,לֹ֔ו ,,lˈô, 
Samuel_I,15,2,149566,שָׂ֥ם ,,śˌām, 
Samuel_I,15,2,149567,לֹו֙ ,,lˌô, 
Samuel_I,18,13,152428,יְשִׂמֵ֥הוּ ,,yᵊśimˌēhû, 
Samuel_I,18,13,152429,לֹ֖ו ,,lˌô, 
Samuel_I,30,25,160061,יְשִׂמֶ֜הָ ,,yᵊśimˈehā, 
Samuel_I,30,25,160062,לְ,,lᵊ,
Samuel_I,30,25,160065,לְ,,lᵊ,
Samuel_I,30,25,160067,לְ,,lᵊ,
Samuel_II,7,10,164156,שַׂמְתִּ֣י ,,śamtˈî, 
Samuel_II,7,10,164158,לְ,,lᵊ,
Samuel_II,7,10,164160,לְ,,lᵊ,
Samuel_II,7,23,164431,שׂ֧וּם ,,śˈûm, 
Samuel_II,7,23,164432,לֹ֣ו ,,lˈô, 
Samuel_II,12,20,166866,יָּשִׂ֥ימוּ ,,yyāśˌîmû, 
Samuel_II,12,20,166867,לֹ֛ו ,,lˈô, 
Samuel_II,14,7,168181,־֯שִׂים,שׂום־,*śîm-,
Samuel_II,14,7,168182,לְ,,lᵊ,
Reges_I,2,19,177693,יָּ֤שֶׂם ,,yyˈāśem, 
Reges_I,2,19,177695,לְ,,lᵊ,
Reges_I,8,21,182494,אָשִׂ֨ם ,,ʔāśˌim, 
Reges_I,8,21,182497,לָֽ,,lˈā,
Reges_I,10,9,184527,יְשִֽׂימְךָ֣ ,,yᵊśˈîmᵊḵˈā, 
Reges_I,10,9,184528,לְ,,lᵊ,
Reges_I,20,34,192762,תָּשִׂ֨ים ,,tāśˌîm, 
Reges_I,20,34,192763,לְךָ֤ ,,lᵊḵˈā, 
Reges_II,4,10,196680,נָשִׂ֨ים ,,nāśˌîm, 
Reges_II,4,10,196681,לֹ֥ו ,,lˌô, 
Reges_II,10,24,201721,שָׂם־,,śom-,
Reges_II,10,24,201722,לֹ֤ו ,,lˈô, 
Reges_II,10,27,201809,יְשִׂמֻ֥הוּ ,,yᵊśimˌuhû, 
Reges_II,10,27,201810,֯לְ,ל,*lᵊ,
Reges_II,11,16,202417,יָּשִׂ֤מוּ ,,yyāśˈimû, 
Reges_II,11,16,202418,לָהּ֙ ,,lˌāh, 
Reges_II,21,7,208836,אָשִׂ֥ים ,,ʔāśˌîm, 
Reges_II,21,7,208839,לְ,,lᵊ,
Jesaia,5,20,213757,שָׂמִ֨ים ,,śāmˌîm, 
Jesaia,5,20,213759,לְ,,lᵊ,
Jesaia,5,20,213765,שָׂמִ֥ים ,,śāmˌîm, 
Jesaia,5,20,213767,לְ,,lᵊ,
Jesaia,13,9,216610,שׂ֤וּם ,,śˈûm, 
Jesaia,13,9,216613,לְ,,lᵊ,
Jesaia,14,23,217158,שַׂמְתִּ֛יהָ ,,śamtˈîhā, 
Jesaia,14,23,217159,לְ,,lᵊ,
Jesaia,21,4,218786,שָׂ֥ם ,,śˌām, 
Jesaia,21,4,218787,לִ֖י ,,lˌî, 
Jesaia,21,4,218788,לַ,,la,
Jesaia,23,13,219584,שָׂמָ֖הּ ,,śāmˌāh, 
Jesaia,23,13,219585,לְ,,lᵊ,
Jesaia,25,2,220071,שַׂ֤מְתָּ ,,śˈamtā, 
Jesaia,25,2,220074,לַ,,la,
Jesaia,28,17,221109,שַׂמְתִּ֤י ,,śamtˈî, 
Jesaia,28,17,221111,לְ,,lᵊ,
Jesaia,41,15,226275,שַׂמְתִּ֗יךְ ,,śamtˈîḵ, 
Jesaia,41,15,226276,לְ,,lᵊ,
Jesaia,41,18,226339,אָשִׂ֤ים ,,ʔāśˈîm, 
Jesaia,41,18,226341,לַ,,la,
Jesaia,42,12,226704,יָשִׂ֥ימוּ ,,yāśˌîmû, 
Jesaia,42,12,226705,לַֽ,,lˈa,
Jesaia,42,15,226752,שַׂמְתִּ֤י ,,śamtˈî, 
Jesaia,42,15,226754,לָֽ,,lˈā,
Jesaia,42,16,226772,אָשִׂים֩ ,,ʔāśîm, 
Jesaia,42,16,226776,לָ,,lā,
Jesaia,47,6,228601,שַׂ֤מְתְּ ,,śˈamt, 
Jesaia,47,6,228602,לָהֶם֙ ,,lāhˌem, 
