####################################################################
#                                                                  #
#	lexicon: all lexemes in biblical Hebrew                    #
#                                                                  #
####################################################################

#ident "@(#)lexicon	1.80 14/07/04"

# The spelling of proper names is that of the RSV

">BR/"		sp=subs:fc=seg:gn=m:vc=>;BER:gl=wing
">BRH/"		sp=subs:vc=>EB\:R@H:gl=wing
">BRHM/"	sp=nmpr:sm=pers:gn=m:vc=>AB\:R@H@M
">BRK"		sp=intj:vc=>AB\:R;K\::gl=<uncertain>
">BRM/"		sp=nmpr:sm=pers:gn=m:vc=>AB\:R@M
">BCJ/"		sp=nmpr:sm=pers:gn=m:vc=>AB\:CAJ
">BCLWM/"	sp=nmpr:sm=pers:gn=m:vc=>AB\:C@LOWM
">BT/"		sp=nmpr:sm=topo:rt=>WB:vc=>OBOT:gl=Oboth
">G>/"		sp=nmpr:fc=ae:sm=pers:gn=m:vc=>@G;>
">GG/"		sp=nmpr:sm=pers:gn=m:vc=>\:AGAG
">GGJ/"		sp=adjv:ls=gntl:vc=>\:AG@GIJ
">GDH/"		sp=subs:vc=>\:AGUD.@H:gl=bundle
">GWZ/"		sp=subs:gn=m:vc=>\:EGOWZ:gl=nut
">GWR/"		sp=nmpr:fc=ptcp:sm=pers:gn=m:vc=>@GW.R
">GWRH/"	sp=subs:vc=>\:AGOWR@H:gl=payment
">GL/"		sp=subs:fc=seg:vc=>;GEL:gl=drop
">GLJM/"	sp=nmpr:sm=topo:vc=>EG\:LAJIM
">GM/"		sp=subs:gn=m:vc=>\:AGAM:gl=reedy pool
">GM=/"		sp=adjv:fc=ae:vc=>@G;M:gl=grieved
">GMWN/"	sp=subs:gn=m:vc=>AG\:MOWN:gl=rush
">GN/"		sp=subs:gn=m:vc=>AG.@N:gl=bowl
">GP/"		sp=subs:vc=>\:AGAP:gl=troop
">GR["		:sp=verb:fc=1>:gl=to gather:
">GRVL/"	sp=subs:vc=>\:AGAR\:V@L:gl=basket
">GRP/"		sp=subs:gn=m:vc=>EG\:ROP:gl=broom
">GRT/"		sp=subs:fc=seg:vc=>IG.ERET:gl=letter
">D/"		sp=subs:gn=m:vc=>;D:gl=<uncertain>
">DB["		:sp=verb:fc=1>:gl=to invite:
">DB>L/"	sp=nmpr:sm=pers:gn=m:vc=>AD\:B.\:>;L
">DD/"		sp=nmpr:sm=pers:gn=m:vc=>\:ADAD
">DW/"		sp=nmpr:sm=pers:gn=m:vc=>ID.OW
">DWM/"		sp=nmpr:sm=topo:vc=>\:EDOWM
">DWN/"		sp=subs:gn=m:vc=>@DOWN:gl=lord
">DWN=/"	sp=nmpr:sm=topo:vc=>AD.OWN
">DWRJM/"	sp=nmpr:sm=topo:vc=>\:ADOWRAJIM:gl=Adoraim
">DWRM/"	sp=nmpr:sm=pers:gn=m:vc=>\:ADOWR@M
">DJR/"		sp=adjv:fc=ai:vc=>AD.IJR:gl=mighty
">DLJ>/"	sp=nmpr:sm=pers:gn=m:vc=>\:ADAL\:J@>
">DM["		sp=verb:fc=1>:gl=be ruddy
">DM/"		sp=subs:gn=m:vc=>@D@M:gl=human, mankind
">DM=/"		sp=adjv:fc=ao:vc=>@DOM:gl=red
">DM==/"	sp=subs:fc=seg:gn=f:vc=>ODEM:gl=ruby
">DM===/"	sp=nmpr:sm=pers:gn=m:vc=>@D@M:gl=Adam
">DM====/"	sp=nmpr:sm=topo:vc=>@D@M:gl=Adam
">DMDM/"	sp=adjv:vc=>\:ADAM\:D.@M:gl=reddish
">DMH/"		sp=subs:vc=>\:AD@M@H:gl=soil
">DMH=/"	sp=nmpr:sm=topo:vc=>AD\:M@H:gl=<near dead sea>
">DMH==/"	sp=nmpr:sm=topo:vc=>\:AD@M@H:gl=<in Naftali>
">DMJ/"		sp=adjv:ls=gntl:vc=>\:ADOMIJ
">DMJ_HNQB/"	sp=nmpr:sm=topo:vc=>\:AD@MIJ_HAN.EQEB:gl=Adami-nekeb
">DMNJ/"	sp=adjv:vc=>AD\:MONIJ:gl=red
">DMT>/"	sp=nmpr:sm=pers:gn=m:vc=>AD\:M@T@>
">DN/"		sp=subs:fc=seg:gn=m:vc=>EDEN:gl=pedestal
">DN=/"		sp=nmpr:sm=topo:vc=>AD.@N
">DNJ/"		sp=nmpr:sm=pers:gn=m:vc=>\:ADON@J:gl=Lord
">DNJ_BZQ/"	sp=nmpr:sm=pers:gn=m:vc=>\:ADONIJ_BEZEQ
">DNJ_YDQ/"	sp=nmpr:sm=pers:gn=m:vc=>\:ADONIJ_YEDEQ
">DNJH/"	sp=nmpr:sm=pers:gn=m:vc=>\:ADONIJ.@H
">DNJHW/"	sp=nmpr:sm=pers:gn=m:vc=>\:ADONIJ.@HW.
">DNJQM/"	sp=nmpr:sm=pers:gn=m:vc=>\:ADONIJQ@M
">DNJRM/"	sp=nmpr:sm=pers:gn=m:vc=>\:ADONIJR@M
">DR["		sp=verb:fc=1>:gl=be powerful
">DR/"		sp=subs:fc=seg:gn=m:vc=>EDER:gl=might
">DR=/"		sp=nmpr:sm=mens:vc=>\:AD@R:gl=Adar
">DR==/"	sp=nmpr:sm=pers:gn=m:vc=>AD.@R
">DR===/"	sp=nmpr:sm=topo:vc=>AD.@R:gl=<town>
">DRKWN/"	sp=subs:vc=>\:ADAR\:K.OWN:gl=<currency unit>
">DRMLK/"	sp=nmpr:sm=pers:gn=m:vc=>AD\:RAM.ELEK\::gl=<Assyrian god>
">DRMLK=/"	sp=nmpr:sm=pers:gn=m:vc=>AD\:RAM.ELEK\::gl=Adrammelech
">DR<J/"	sp=nmpr:sm=topo:vc=>ED\:RE<IJ
">DRT/"		sp=subs:fc=seg:vc=>AD.ERET:gl=splendour
">DC["		sp=verb:gl=to thresh?
">HB["		sp=verb:vc=>@H;B:gl=to love
">HBH/"		sp=subs:fc=inf:vc=>\:AH@B@H:gl=love
">HBJM/"	sp=subs:vc=>\:AH@BIJM:gl=gifts of love
">HBJM=/"	sp=subs:vc=>\:@H@BIJM:gl=joys of love
">HD/"		sp=nmpr:sm=pers:gn=m:vc=>OHAD
">HH"		sp=intj:vc=>\:AH@H.:gl=alas
">HW>/"		sp=nmpr:sm=topo:vc=>AH\:AW@>
">HWD/"		sp=nmpr:sm=pers:gn=m:vc=>;HW.D
">HJ"		sp=inrg:vc=>\:EHIJ:gl=where
">HL["		:sp=verb:fc=1>:gl=to pitch a tent:
">HL/"		sp=subs:fc=seg:gn=m:vc=>OHEL:gl=tent
">HL=["		sp=verb:fc=1>:gl=be bright
">HL=/"		sp=nmpr:fc=seg:sm=pers:gn=m:vc=>OHEL
">HLH/"		sp=nmpr:sm=pers:gn=f:vc=>@H\:@L@H
">HLWT/"	sp=subs:vc=>\:AH@LOWT:gl=aloewood
">HLJ>B/"	sp=nmpr:sm=pers:gn=m:vc=>@H\:@LIJ>@B
">HLJBH/"	sp=nmpr:sm=pers:gn=f:vc=>@H\:@LIJB@H
">HLJBMH/"	sp=nmpr:sm=pers:gn=f:vc=>@H\:@LIJB@M@H:gl=<wife of Esau>
">HLJBMH=/"	sp=nmpr:sm=gens:vc=>@H\:@LIJB@M@H:gl=<tribe>
">HLJM/"	sp=subs:vc=>\:AH@LIJM:gl=<name of plant>
">HLJM=/"	sp=subs:vc=>\:AH@LIJM:gl=aloewood
">HRWN/"	sp=nmpr:sm=pers:gn=m:vc=>AH\:AROWN
">W"		sp=conj:vc=>OW:gl=or
">W>L/"		sp=nmpr:sm=pers:gn=m:vc=>W.>;L
">WB/"		sp=subs:gn=m:vc=>OWB:gl=spirit of dead
">WB=/"		sp=subs:gn=m:vc=>OWB:gl=bag
">WBJL/"	sp=nmpr:sm=pers:gn=m:vc=>OWBIJL
">WD/"		sp=subs:gn=m:vc=>W.D:gl=log
">WDWT/"	sp=subs:vc=>OWDOWT:gl=inducement
">WH["		:sp=verb:fc=1>,3h:gl=to wish:
">WH/"		sp=subs:vc=>AW.@H:gl=desire
">WZJ/"		sp=nmpr:sm=pers:gn=m:vc=>W.ZAJ
">WZL/"		sp=nmpr:sm=pers:gn=m:vc=>W.Z@L
">WJ"		sp=intj:vc=>OWJ:gl=woe
">WJ/"		sp=nmpr:sm=pers:gn=m:vc=>\:EWIJ
">WJH"		sp=intj:vc=>OWJ@H:gl=woe
">WJL/"		sp=adjv:vc=>\:EWIJL:gl=foolish
">WJL_MRDK/"	sp=nmpr:sm=pers:gn=m:vc=>\:EWIJL_M\:RODAK\:gl=Evil-merodach
">WL/"		sp=subs:gn=m:vc=>W.L:gl=<uncertain>
">WLJ"		sp=advb:vc=>W.LAJ:gl=perhaps
">WLJ/"		sp=adjv:vc=>\:EWILIJ:gl=awkward
">WLJ=/"	sp=nmpr:sm=topo:vc=>W.LAJ
">WLM"		sp=advb:vc=>W.L@M:gl=but
">WLM/"		sp=nmpr:sm=pers:gn=m:vc=>W.L@M
">WLT/"		sp=subs:fc=seg:vc=>IW.ELET:gl=foolishness
">WMR/"		sp=nmpr:sm=pers:gn=m:vc=>OWM@R
">WN/"		sp=subs:gn=m:vc=>OWN:gl=generative power
">WN=/"		sp=subs:fc=seg:gn=m:vc=>@WEN:gl=wickedness
">WN==/"	sp=nmpr:sm=topo:vc=>OWN:gl=<Heliopolis>
">WN===/"	sp=nmpr:sm=pers:gn=m:vc=>OWN
">WN====/"	sp=nmpr:fc=seg:sm=topo:vc=>@WEN:gl=<town>
">WNW/"		sp=nmpr:sm=topo:vc=>OWNOW
">WNM/"		sp=nmpr:sm=pers:gn=m:vc=>OWN@M
">WNN/"		sp=nmpr:sm=pers:gn=m:vc=>OWN@N
">WPZ/"		sp=nmpr:sm=topo:vc=>W.P@Z
">WPJR/"	sp=nmpr:sm=topo:vc=>OWPIJR:gl=<land of gold>
">WPJR=/"	sp=nmpr:sm=pers:gn=m:vc=>OWPIJR
">WPN/"		sp=subs:gn=m:vc=>OWPAN:gl=wheel
">WY["		:sp=verb:fc=1>,2wj:gl=to urge:
">WYR/"		sp=subs:gn=m:vc=>OWY@R:gl=supply
">WR["		sp=verb:fc=2wj:vc=>OWR:gl=be light
">WR/"		sp=subs:fc=inf:vc=>OWR:gl=light
">WR=/"		sp=subs:gn=m:vc=>W.R:gl=light
">WR==/"	sp=subs:vc=>W.R:gl=<oracle device>
">WR===/"	sp=nmpr:sm=topo:vc=>W.R:gl=<ur of chaldeans>
">WR====/"	sp=nmpr:sm=pers:gn=m:vc=>W.R
">WRH/"		sp=subs:vc=>OWR@H:gl=light
">WRWT/"	sp=subs:vc=>\:AW;ROWT:gl=<uncertain>
">WRJ/"		sp=nmpr:sm=pers:gn=m:vc=>W.RIJ
">WRJ>L/"	sp=nmpr:sm=pers:gn=m:vc=>W.RIJ>;L
">WRJH/"	sp=nmpr:sm=pers:gn=m:vc=>W.RIJ.@H
">WRJHW/"	sp=nmpr:sm=pers:gn=m:vc=>W.RIJ.@HW.
">WT["		:sp=verb:fc=1>,2wj:gl=<uncertain>:
">WT/"		sp=subs:vc=>OWT:gl=sign
">Z"		sp=advb:vc=>@Z:gl=then
">ZBJ/"		sp=nmpr:sm=pers:gn=m:vc=>EZ\:B.@J
">ZWB/"		sp=subs:gn=m:vc=>;ZOWB:gl=hyssop
">ZWR/"		sp=subs:gn=m:vc=>;ZOWR:gl=loin-cloth
">ZJ"		sp=advb:vc=>\:AZAJ:gl=then
">ZKRH/"	sp=subs:vc=>AZ\:K.@R@H:gl=memorial offering
">ZL["		sp=verb:vc=>@ZAL:gl=to go away
">ZN["		:sp=verb:fc=1>:gl=to listen:
">ZN/"		sp=subs:fc=seg:gn=f:vc=>OZEN:gl=ear
">ZN=["		:sp=verb:fc=1>:gl=to ponder:
">ZN=/"		sp=subs:gn=m:vc=>@Z;N:gl=tool
">ZN_C>RH/"	sp=nmpr:sm=topo:vc=>UZ.;N_CE>\:ER@H
">ZNWT_TBWR/"	sp=nmpr:sm=topo:vc=>AZ\:NOWT_T.@BOWR
">ZNJ/"		sp=adjv:ls=gntl:vc=>@Z\:NIJ
">ZNJ=/"	sp=nmpr:sm=pers:gn=m:vc=>@Z\:NIJ:gl=Ozni
">ZNJH/"	sp=nmpr:sm=pers:gn=m:vc=>\:AZAN\:J@H
">ZQJM/"	sp=subs:vc=>\:AZIQ.IJM:gl=handcuffs
">ZR["		:sp=verb:fc=1>:gl=to put on:
">ZRX/"		sp=subs:gn=m:vc=>EZ\:R@X:gl=native
">ZRXJ/"	sp=adjv:ls=gntl:vc=>EZ\:R@XIJ
">ZR</"		sp=subs:gn=f:vc=>EZ\:RO<A:gl=arm
">X"		sp=intj:vc=>@X:gl=alas
">X/"		sp=subs:ls=nmdi:gn=m:vc=>@X:gl=brother
">X=/"		sp=subs:vc=>OXA:gl=eagle owl
">X==/"		sp=subs:gn=f:vc=>AX:gl=brazier
">X>B/"		sp=nmpr:sm=pers:gn=m:vc=>AX\:>@B
">XBN/"		sp=nmpr:sm=pers:gn=m:vc=>AX\:B.@N:gl=Ahban
">XD["		:sp=verb:fc=1>:gl=<uncertain>:
">XD/"		sp=subs:ls=card:vc=>EX@D:gl=one
">XW/"		sp=subs:gn=m:vc=>@XW.:gl=reed
">XWD/"		sp=nmpr:sm=pers:gn=m:vc=>;XW.D
">XWH/"		sp=subs:vc=>AX\:AW@H:gl=brotherhood
">XWH=/"	sp=subs:vc=>AX\:W@H:gl=<uncertain>
">XWX/"		sp=nmpr:sm=pers:gn=m:vc=>\:AXOWXA
">XWXJ/"	sp=adjv:ls=gntl:vc=>\:AXOWXIJ
">XWMJ/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXW.MAJ
">XWR/"		sp=subs:ls=padv:gn=m:vc=>@XOWR:gl=back(wards)
">XWT/"		sp=subs:ls=nmdi:rt=>XH:vc=>@XOWT:gl=sister
">XZ["		sp=verb:vc=>@XAZ:gl=to seize
">XZ/"		sp=adjv:fc=ptcp:vc=>@XUZ:gl=holding
">XZ=["		:sp=verb:fc=1>:gl=to cover:
">XZ=/"		sp=nmpr:sm=pers:gn=m:vc=>@X@Z
">XZH/"		sp=subs:vc=>\:AXUZ.@H:gl=land property
">XZJ/"		sp=nmpr:sm=pers:gn=m:vc=>AX\:ZAJ
">XZJH/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXAZ\:J@H
">XZJHW/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXAZ\:J@HW.
">XZM/"		sp=nmpr:sm=pers:gn=m:vc=>\:AXUZ.@M
">XZT/"		sp=nmpr:sm=pers:gn=m:vc=>\:AXUZ.AT
">XJ/"		sp=nmpr:sm=pers:gn=m:vc=>;XIJ:gl=Ehi
">XJ=/"		sp=nmpr:sm=pers:gn=m:vc=>\:AXIJ:gl=Ahi
">XJ>M/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJ>@M
">XJH/"		sp=nmpr:sm=pers:gn=m:vc=>\:AXIJ.@H
">XJHW/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJ.@HW.
">XJHWD/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJHW.D
">XJW/"		sp=nmpr:sm=pers:gn=m:vc=>AX\:JOW
">XJXD/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJXUD
">XJVWB/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJVW.B
">XJLWD/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJLW.D
">XJMWT/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJMOWT
">XJMLK/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJMELEK\:
">XJMN/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJMAN
">XJM<Y/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJMA<AY
">XJN/"		sp=nmpr:sm=pers:gn=m:vc=>AX\:J@N
">XJNDB/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJN@D@B
">XJN<M/"	sp=nmpr:sm=pers:gn=f:vc=>\:AXIJNO<AM
">XJSMK/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJS@M@K\:
">XJ<ZR/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJ<EZER
">XJQM/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJQ@M
">XJRM/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJR@M
">XJRMJ/"	sp=adjv:ls=gntl:vc=>\:AXIJR@MIJ
">XJR</"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJRA<
">XJCXR/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJC@XAR
">XJCR/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJC@R
">XJTPL/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXIJTOPEL
">XLB/"		sp=nmpr:sm=topo:vc=>AX\:L@B
">XLJ"		sp=intj:vc=>AX\:ALAJ:gl=alas
">XLJ/"		sp=nmpr:sm=pers:gn=m:vc=>AX\:L@J
">XLMH/"	sp=subs:vc=>AX\:L@M@H:gl=jaspis
">XSBJ/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXAS\:B.AJ
">XR["		sp=verb:vc=>@XAR:gl=be behind
">XR/"		sp=subs:ls=ppre:gn=m:vc=>AXAR:gl=after
">XR=/"		sp=adjv:fc=ae:vc=>AX;R:gl=other
">XR==/"	sp=nmpr:fc=ae:sm=pers:gn=m:vc=>AX;R
">XRWN/"	sp=adjv:vc=>AX\:AROWN:gl=at the back
">XRX/"		sp=nmpr:sm=pers:gn=m:vc=>AX\:RAX
">XRXL/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXAR\:X;L
">XRJT/"	sp=subs:gn=f:vc=>AX\:ARIJT:gl=end
">XRNJT"	sp=advb:vc=>\:AXORAN.IJT:gl=backwards
">XCDRPN/"	sp=subs:vc=>\:AXAC\:D.AR\:P.@N:gl=satrap
">XCDRPNJM/"	sp=subs:vc=>\:AXAC\:D.AR\:P.\:NIJM:gl=satraps
">XCWRWC/"	sp=nmpr:sm=pers:gn=m:vc=>\:AXAC\:W;ROWC:gl=Ahasuerus
">XCTRJ/"	sp=adjv:ls=gntl:vc=>\:AXAC\:T.@RIJ:gl=Ahashtarite
">XCTRN/"	sp=adjv:vc=>\:AXAC\:T.\:R@N:gl=royal
">XCTRNJM/"	sp=adjv:vc=>\:AXAC\:T.\:R@NIJM:gl=royal
">V/"		sp=subs:ls=padv:gn=m:vc=>AV:gl=gentle
">VD/"		sp=subs:gn=m:vc=>@V@D:gl=thorny bush
">VWN/"		sp=subs:gn=m:vc=>;VW.N:gl=linen
">VJM/"		sp=subs:vc=>IV.IJM:gl=charmers
">VM["		sp=verb:gl=to plug:fc=1>
">VR["		sp=verb:gl=to close:fc=1>
">VR/"		sp=adjv:fc=ie:vc=>IV.;R:gl=left-handed
">VR=/"		sp=nmpr:fc=ae:sm=pers:gn=m:vc=>@V;R
">J"		sp=inrg:vc=>;J:gl=where
">J/"		sp=subs:gn=m:vc=>IJ:gl=coast, island
">J="		sp=inrg:vc=>IJ:gl=how, (not)
">J=/"		sp=subs:vc=>IJ:gl=islander
">JB["		sp=verb:fc=1>:gl=be hostile
">JBH/"		sp=subs:vc=>;JB@H:gl=enmity
">JD/"		sp=subs:gn=m:vc=>;JD:gl=calamity
">JH"		sp=inrg:vc=>AJ.;H:gl=where
">JH/"		sp=subs:vc=>AJ.@H:gl=black bird
">JH=/"		sp=nmpr:sm=pers:gn=m:vc=>AJ.@H
">JWB/"		sp=nmpr:sm=pers:gn=m:vc=>IJ.OWB
">JZBL/"	sp=nmpr:sm=pers:gn=f:vc=>IJZEBEL
">JK"		sp=inrg:vc=>;JK\::gl=how
">JKBWD/"	sp=nmpr:sm=pers:gn=m:vc=>IJK@BOWD
">JKH"		sp=inrg:vc=>;JK@H:gl=how
">JKH="		sp=inrg:vc=>;JKOH:gl=how
">JKKH"		sp=inrg:vc=>;JK@K@H:gl=how
">JL/"		sp=subs:vc=>AJ.@L:gl=fallow-buck
">JL=/"		sp=subs:fc=seg:gn=m:vc=>AJIL:gl=ram, despot
">JL==/"	sp=subs:fc=seg:vc=>AJIL:gl=mighty tree
">JL===/"	sp=subs:fc=seg:gn=m:vc=>AJIL:gl=pillar
">JL====/"	sp=subs:gn=m:vc=>\:EJ@L:gl=strength
">JL_P>RN/"	sp=nmpr:sm=topo:vc=>;JL_P.@>R@N
">JLH/"		sp=subs:vc=>AJ.@L@H:gl=doe
">JLWN/"	sp=nmpr:sm=pers:gn=m:vc=>;JLOWN:gl=<judge>
">JLWN=/"	sp=nmpr:sm=topo:vc=>;JLOWN:gl=<in Dan>
">JLWN==/"	sp=nmpr:sm=topo:vc=>AJ.@LOWN:gl=<near Jerusalem>
">JLWT/"	sp=subs:gn=f:vc=>\:EJ@LW.T:gl=power
">JLM/"		sp=subs:gn=m:rt=>WL:vc=>;JL@M:gl=porch
">JLM=/"	sp=nmpr:sm=topo:vc=>;JLIM
">JLT/"		sp=nmpr:sm=topo:vc=>;JLAT
">JM/"		sp=adjv:fc=ao:vc=>@JOM:gl=frightful
">JMH/"		sp=subs:gn=f:vc=>;JM@H:gl=fright
">JMJM/"	sp=nmpr:vc=>;JMIJM:gl=Emim:sm=gens
">JN"		sp=inrg:vc=>AJIN:gl=whence
">JN/"		sp=subs:ls=nmcp:gn=m:vc=>AJIN:gl=<NEG>
">JN="		vc=>IJN:gl=<uncertain>
">J<ZR/"	sp=nmpr:sm=pers:gn=m:vc=>IJ<EZER
">J<ZRJ/"	sp=adjv:ls=gntl:vc=>IJ<EZ\:RIJ:gl=Iezerite
